Timestamp,Verdict,BPM,Confidence,Pulse
15:02:08,REAL,73 BPM,87%,STABLE
15:02:09,REAL,73 BPM,87%,STABLE
15:02:09,REAL,73 BPM,87%,STABLE
15:02:10,REAL,73 BPM,87%,STABLE
15:02:10,REAL,73 BPM,87%,STABLE
15:02:10,REAL,73 BPM,87%,STABLE
15:02:11,REAL,73 BPM,87%,STABLE
15:02:11,REAL,73 BPM,87%,STABLE
15:02:11,REAL,73 BPM,87%,STABLE
15:02:12,REAL,73 BPM,87%,STABLE
15:02:12,REAL,73 BPM,87%,STABLE
15:02:13,REAL,73 BPM,87%,STABLE
15:02:13,REAL,73 BPM,87%,STABLE
15:02:13,REAL,73 BPM,87%,STABLE
15:02:14,REAL,73 BPM,87%,STABLE
15:02:14,REAL,73 BPM,87%,STABLE
15:02:14,REAL,73 BPM,87%,STABLE
15:02:14,REAL,73 BPM,87%,STABLE
15:02:15,REAL,73 BPM,87%,STABLE
15:02:15,REAL,73 BPM,87%,STABLE
15:02:15,REAL,73 BPM,87%,STABLE
15:02:15,REAL,73 BPM,87%,STABLE
15:02:16,REAL,73 BPM,87%,STABLE
15:02:16,REAL,73 BPM,87%,STABLE
15:02:16,REAL,73 BPM,87%,STABLE
15:02:16,REAL,73 BPM,87%,STABLE
15:02:17,REAL,73 BPM,87%,STABLE
15:02:17,REAL,73 BPM,87%,STABLE
15:02:17,REAL,73 BPM,87%,STABLE
15:02:17,REAL,73 BPM,87%,STABLE
15:02:18,REAL,73 BPM,87%,STABLE
15:02:18,REAL,73 BPM,87%,STABLE
15:02:18,REAL,73 BPM,87%,STABLE
15:02:18,REAL,73 BPM,87%,STABLE
15:02:19,REAL,73 BPM,87%,STABLE
15:02:19,REAL,73 BPM,87%,STABLE
15:02:19,REAL,73 BPM,87%,STABLE
15:02:20,REAL,73 BPM,87%,STABLE
15:02:20,REAL,73 BPM,87%,STABLE
15:02:20,REAL,73 BPM,87%,STABLE
15:02:20,REAL,73 BPM,87%,STABLE
15:02:21,REAL,73 BPM,87%,STABLE
15:02:21,REAL,73 BPM,87%,STABLE
15:02:21,REAL,73 BPM,87%,STABLE
15:02:21,REAL,73 BPM,87%,STABLE
15:02:21,REAL,73 BPM,87%,STABLE
15:02:22,REAL,73 BPM,87%,STABLE
15:02:22,REAL,73 BPM,87%,STABLE
15:02:22,REAL,73 BPM,87%,STABLE
15:02:22,REAL,73 BPM,87%,STABLE
15:02:23,REAL,73 BPM,87%,STABLE
15:02:23,REAL,73 BPM,87%,STABLE
15:02:23,REAL,73 BPM,87%,STABLE
15:02:23,REAL,73 BPM,87%,STABLE
15:02:24,REAL,73 BPM,87%,STABLE
15:02:24,REAL,73 BPM,87%,STABLE
15:02:24,REAL,73 BPM,87%,STABLE
15:02:24,REAL,73 BPM,87%,STABLE
15:02:25,REAL,73 BPM,87%,STABLE
15:02:25,REAL,73 BPM,87%,STABLE
15:02:25,REAL,73 BPM,87%,STABLE
15:02:26,REAL,73 BPM,87%,STABLE
15:02:26,REAL,73 BPM,87%,STABLE
15:02:26,REAL,73 BPM,87%,STABLE
15:02:26,REAL,73 BPM,87%,STABLE
15:02:27,REAL,73 BPM,87%,STABLE
15:02:27,REAL,73 BPM,87%,STABLE
15:02:27,REAL,73 BPM,87%,STABLE
15:02:27,REAL,73 BPM,87%,STABLE
15:02:27,REAL,73 BPM,87%,STABLE
15:02:28,REAL,73 BPM,87%,STABLE
15:02:28,REAL,73 BPM,87%,STABLE
15:02:28,REAL,73 BPM,87%,STABLE
15:02:28,REAL,73 BPM,87%,STABLE
15:02:29,REAL,73 BPM,87%,STABLE
15:02:29,REAL,73 BPM,87%,STABLE
15:02:29,REAL,73 BPM,87%,STABLE
15:02:29,REAL,73 BPM,87%,STABLE
15:02:30,REAL,73 BPM,87%,STABLE
15:02:30,REAL,73 BPM,87%,STABLE
15:02:30,REAL,73 BPM,87%,STABLE
15:02:30,REAL,73 BPM,87%,STABLE
15:02:31,REAL,73 BPM,87%,STABLE
15:02:31,REAL,73 BPM,87%,STABLE
15:02:31,REAL,73 BPM,87%,STABLE
15:02:31,REAL,73 BPM,87%,STABLE
15:02:31,REAL,73 BPM,87%,STABLE
15:02:32,REAL,73 BPM,87%,STABLE
15:02:32,REAL,73 BPM,87%,STABLE
15:02:32,REAL,73 BPM,87%,STABLE
15:02:32,REAL,73 BPM,87%,STABLE
15:02:33,REAL,73 BPM,87%,STABLE
15:02:33,REAL,73 BPM,87%,STABLE
15:02:33,REAL,73 BPM,87%,STABLE
15:02:33,REAL,73 BPM,87%,STABLE
15:02:34,REAL,73 BPM,87%,STABLE
15:02:34,REAL,73 BPM,87%,STABLE
15:02:34,REAL,73 BPM,87%,STABLE
15:02:34,REAL,73 BPM,87%,STABLE
15:02:34,REAL,73 BPM,87%,STABLE
15:02:35,REAL,73 BPM,87%,STABLE
15:02:35,REAL,73 BPM,87%,STABLE
15:02:36,REAL,73 BPM,87%,STABLE
15:02:36,REAL,73 BPM,87%,STABLE
15:02:36,REAL,73 BPM,87%,STABLE
15:02:37,REAL,73 BPM,87%,STABLE
15:02:37,REAL,73 BPM,87%,STABLE
15:02:37,REAL,73 BPM,87%,STABLE
15:02:38,REAL,73 BPM,87%,STABLE
15:02:38,REAL,73 BPM,87%,STABLE
15:02:38,REAL,73 BPM,87%,STABLE
15:02:39,REAL,73 BPM,87%,STABLE
15:02:39,REAL,73 BPM,87%,STABLE
15:02:40,REAL,73 BPM,87%,STABLE
15:02:40,REAL,73 BPM,87%,STABLE
15:02:40,REAL,73 BPM,87%,STABLE
15:02:41,REAL,73 BPM,87%,STABLE
15:02:41,REAL,73 BPM,87%,STABLE
15:02:42,REAL,73 BPM,87%,STABLE
15:02:42,REAL,73 BPM,87%,STABLE
15:02:42,REAL,73 BPM,87%,STABLE
15:02:43,REAL,73 BPM,87%,STABLE
15:02:43,REAL,73 BPM,87%,STABLE
15:02:43,REAL,73 BPM,87%,STABLE
15:02:44,REAL,73 BPM,87%,STABLE
15:02:44,REAL,73 BPM,87%,STABLE
15:02:44,REAL,73 BPM,87%,STABLE
15:02:45,REAL,73 BPM,87%,STABLE
15:02:45,REAL,73 BPM,87%,STABLE
15:02:45,REAL,73 BPM,87%,STABLE
15:02:46,REAL,73 BPM,87%,STABLE
15:02:46,REAL,73 BPM,87%,STABLE
15:02:47,REAL,73 BPM,87%,STABLE
15:02:47,REAL,73 BPM,87%,STABLE
15:02:47,REAL,73 BPM,87%,STABLE
15:02:48,REAL,73 BPM,87%,STABLE
15:02:48,REAL,73 BPM,87%,STABLE
15:02:48,REAL,73 BPM,87%,STABLE
15:02:49,REAL,73 BPM,87%,STABLE
15:02:49,REAL,73 BPM,87%,STABLE
15:02:49,REAL,73 BPM,87%,STABLE
15:02:50,REAL,73 BPM,87%,STABLE
15:02:50,REAL,73 BPM,87%,STABLE
15:02:50,REAL,73 BPM,87%,STABLE
15:02:51,REAL,73 BPM,87%,STABLE
15:02:51,REAL,73 BPM,87%,STABLE
15:02:51,REAL,73 BPM,87%,STABLE
15:02:52,REAL,73 BPM,87%,STABLE
15:02:52,REAL,73 BPM,87%,STABLE
15:02:53,REAL,73 BPM,87%,STABLE
15:02:53,REAL,73 BPM,87%,STABLE
15:02:53,REAL,73 BPM,87%,STABLE
15:02:54,REAL,73 BPM,87%,STABLE
15:02:54,REAL,73 BPM,87%,STABLE
15:02:54,REAL,73 BPM,87%,STABLE
15:02:55,REAL,73 BPM,87%,STABLE
15:02:55,REAL,73 BPM,87%,STABLE
15:02:55,REAL,73 BPM,87%,STABLE
15:02:56,REAL,73 BPM,87%,STABLE
15:02:56,REAL,73 BPM,87%,STABLE
15:02:56,REAL,73 BPM,87%,STABLE
15:02:57,REAL,73 BPM,87%,STABLE
15:02:57,REAL,73 BPM,87%,STABLE
15:02:58,REAL,73 BPM,87%,STABLE
15:02:58,REAL,73 BPM,87%,STABLE
15:02:58,REAL,73 BPM,87%,STABLE
15:02:59,REAL,73 BPM,87%,STABLE
15:02:59,REAL,73 BPM,87%,STABLE
15:02:59,REAL,73 BPM,87%,STABLE
15:03:00,REAL,73 BPM,87%,STABLE
15:03:00,REAL,73 BPM,87%,STABLE
15:03:01,REAL,73 BPM,87%,STABLE
15:03:01,REAL,73 BPM,87%,STABLE
15:03:01,REAL,73 BPM,87%,STABLE
15:03:02,REAL,73 BPM,87%,STABLE
15:03:02,REAL,73 BPM,87%,STABLE
15:03:02,REAL,73 BPM,87%,STABLE
15:03:03,REAL,73 BPM,87%,STABLE
15:03:03,REAL,73 BPM,87%,STABLE
15:03:04,REAL,73 BPM,87%,STABLE
15:03:04,REAL,73 BPM,87%,STABLE
15:03:04,REAL,73 BPM,87%,STABLE
15:03:05,REAL,73 BPM,87%,STABLE
15:03:05,REAL,73 BPM,87%,STABLE
15:03:05,REAL,73 BPM,87%,STABLE
15:03:06,REAL,73 BPM,87%,STABLE
15:03:06,REAL,73 BPM,87%,STABLE
15:03:06,REAL,73 BPM,87%,STABLE
15:03:08,REAL,73 BPM,87%,STABLE
15:03:08,REAL,73 BPM,87%,STABLE
15:03:08,REAL,73 BPM,87%,STABLE
15:03:09,REAL,73 BPM,87%,STABLE
15:03:09,REAL,73 BPM,87%,STABLE
15:03:10,REAL,73 BPM,87%,STABLE
15:03:10,REAL,73 BPM,87%,STABLE
15:03:10,REAL,73 BPM,87%,STABLE
15:03:11,REAL,73 BPM,87%,STABLE
15:03:11,REAL,73 BPM,87%,STABLE
15:03:11,REAL,73 BPM,87%,STABLE
15:03:12,REAL,73 BPM,87%,STABLE
15:03:12,REAL,73 BPM,87%,STABLE
15:03:12,REAL,73 BPM,87%,STABLE
15:03:13,REAL,73 BPM,87%,STABLE
15:03:13,REAL,73 BPM,87%,STABLE
15:03:14,REAL,73 BPM,87%,STABLE
15:03:14,REAL,73 BPM,87%,STABLE
15:03:14,REAL,73 BPM,87%,STABLE
15:03:15,REAL,73 BPM,87%,STABLE
15:03:15,REAL,73 BPM,87%,STABLE
15:03:15,REAL,73 BPM,87%,STABLE
15:03:16,REAL,73 BPM,87%,STABLE
15:03:16,REAL,73 BPM,87%,STABLE
15:03:16,REAL,73 BPM,87%,STABLE
15:03:17,REAL,73 BPM,87%,STABLE
15:03:17,REAL,73 BPM,87%,STABLE
15:03:18,REAL,73 BPM,87%,STABLE
15:03:18,REAL,73 BPM,87%,STABLE
15:03:18,REAL,73 BPM,87%,STABLE
15:03:19,REAL,73 BPM,87%,STABLE
15:03:19,REAL,73 BPM,87%,STABLE
15:03:19,REAL,73 BPM,87%,STABLE
15:03:20,REAL,73 BPM,87%,STABLE
15:03:20,REAL,73 BPM,87%,STABLE
15:03:20,REAL,73 BPM,87%,STABLE
15:03:21,REAL,73 BPM,87%,STABLE
15:03:21,REAL,73 BPM,87%,STABLE
15:03:21,REAL,73 BPM,87%,STABLE
15:03:22,REAL,73 BPM,87%,STABLE
15:03:22,REAL,73 BPM,87%,STABLE
15:03:23,REAL,73 BPM,87%,STABLE
15:03:23,REAL,73 BPM,87%,STABLE
15:03:23,REAL,73 BPM,87%,STABLE
15:03:24,REAL,73 BPM,87%,STABLE
15:03:24,REAL,73 BPM,87%,STABLE
15:03:24,REAL,73 BPM,87%,STABLE
15:03:25,REAL,73 BPM,87%,STABLE
15:03:25,REAL,73 BPM,87%,STABLE
15:03:26,REAL,73 BPM,87%,STABLE
15:03:26,REAL,73 BPM,87%,STABLE
15:03:26,REAL,73 BPM,87%,STABLE
15:03:27,REAL,73 BPM,87%,STABLE
15:03:27,REAL,73 BPM,87%,STABLE
15:03:27,REAL,73 BPM,87%,STABLE
15:03:28,REAL,73 BPM,87%,STABLE
15:03:28,REAL,73 BPM,87%,STABLE
15:03:28,REAL,73 BPM,87%,STABLE
15:03:29,REAL,73 BPM,87%,STABLE
15:03:29,REAL,73 BPM,87%,STABLE
15:03:30,REAL,73 BPM,87%,STABLE
15:03:30,REAL,73 BPM,87%,STABLE
15:03:30,REAL,73 BPM,87%,STABLE
15:03:31,REAL,73 BPM,87%,STABLE
15:03:31,REAL,73 BPM,87%,STABLE
15:03:31,REAL,73 BPM,87%,STABLE
15:03:32,REAL,73 BPM,87%,STABLE
15:03:32,REAL,73 BPM,87%,STABLE
15:03:32,REAL,73 BPM,87%,STABLE
15:03:32,REAL,73 BPM,87%,STABLE
15:03:33,REAL,73 BPM,87%,STABLE
15:03:33,REAL,73 BPM,87%,STABLE
15:03:33,REAL,73 BPM,87%,STABLE
15:03:33,REAL,73 BPM,87%,STABLE
15:03:34,REAL,73 BPM,87%,STABLE
15:03:34,REAL,73 BPM,87%,STABLE
15:03:34,REAL,73 BPM,87%,STABLE
15:03:34,REAL,73 BPM,87%,STABLE
15:03:35,REAL,73 BPM,87%,STABLE
15:03:36,REAL,73 BPM,87%,STABLE
15:03:36,REAL,73 BPM,87%,STABLE
15:03:36,REAL,73 BPM,87%,STABLE
15:03:36,REAL,73 BPM,87%,STABLE
15:03:37,REAL,73 BPM,87%,STABLE
15:03:37,REAL,73 BPM,87%,STABLE
15:03:37,REAL,73 BPM,87%,STABLE
15:03:37,REAL,73 BPM,87%,STABLE
15:03:38,REAL,73 BPM,87%,STABLE
15:03:38,REAL,73 BPM,87%,STABLE
15:03:38,REAL,73 BPM,87%,STABLE
15:03:38,REAL,73 BPM,87%,STABLE
15:03:39,REAL,73 BPM,87%,STABLE
15:03:39,REAL,73 BPM,87%,STABLE
15:03:39,REAL,73 BPM,87%,STABLE
15:03:39,REAL,73 BPM,87%,STABLE
15:03:40,REAL,73 BPM,87%,STABLE
15:03:40,REAL,73 BPM,87%,STABLE
15:03:40,REAL,73 BPM,87%,STABLE
15:03:40,REAL,73 BPM,87%,STABLE
15:03:40,REAL,73 BPM,87%,STABLE
15:03:41,REAL,73 BPM,87%,STABLE
15:03:41,REAL,73 BPM,87%,STABLE
15:03:41,REAL,73 BPM,87%,STABLE
15:03:41,REAL,73 BPM,87%,STABLE
15:03:42,REAL,73 BPM,87%,STABLE
15:03:42,REAL,73 BPM,87%,STABLE
15:03:42,REAL,73 BPM,87%,STABLE
15:03:42,REAL,73 BPM,87%,STABLE
15:03:43,REAL,73 BPM,87%,STABLE
15:03:43,REAL,73 BPM,87%,STABLE
15:03:43,REAL,73 BPM,87%,STABLE
15:03:43,REAL,73 BPM,87%,STABLE
15:03:44,REAL,73 BPM,87%,STABLE
15:03:44,REAL,73 BPM,87%,STABLE
15:03:44,REAL,73 BPM,87%,STABLE
15:03:44,REAL,73 BPM,87%,STABLE
15:03:45,REAL,73 BPM,87%,STABLE
15:03:45,REAL,73 BPM,87%,STABLE
15:03:45,REAL,73 BPM,87%,STABLE
15:03:45,REAL,73 BPM,87%,STABLE
15:03:46,REAL,73 BPM,87%,STABLE
15:03:46,REAL,73 BPM,87%,STABLE
15:03:46,REAL,73 BPM,87%,STABLE
15:03:46,REAL,73 BPM,87%,STABLE
15:03:47,REAL,73 BPM,87%,STABLE
15:03:47,REAL,73 BPM,87%,STABLE
15:03:47,REAL,73 BPM,87%,STABLE
15:03:47,REAL,73 BPM,87%,STABLE
15:03:48,REAL,73 BPM,87%,STABLE
15:03:48,REAL,73 BPM,87%,STABLE
15:03:48,REAL,73 BPM,87%,STABLE
15:03:48,REAL,73 BPM,87%,STABLE
15:03:49,REAL,73 BPM,87%,STABLE
15:03:49,REAL,73 BPM,87%,STABLE
15:03:49,REAL,73 BPM,87%,STABLE
15:03:49,REAL,73 BPM,87%,STABLE
15:03:50,REAL,73 BPM,87%,STABLE
15:03:50,REAL,73 BPM,87%,STABLE
15:03:50,REAL,73 BPM,87%,STABLE
15:03:50,REAL,73 BPM,87%,STABLE
15:03:51,REAL,73 BPM,87%,STABLE
15:03:51,REAL,73 BPM,87%,STABLE
15:03:51,REAL,73 BPM,87%,STABLE
15:03:51,REAL,73 BPM,87%,STABLE
15:03:52,REAL,73 BPM,87%,STABLE
15:03:52,REAL,73 BPM,87%,STABLE
15:03:52,REAL,73 BPM,87%,STABLE
15:03:52,REAL,73 BPM,87%,STABLE
15:03:53,REAL,73 BPM,87%,STABLE
15:03:53,REAL,73 BPM,87%,STABLE
15:03:53,REAL,73 BPM,87%,STABLE
15:03:53,REAL,73 BPM,87%,STABLE
15:03:54,REAL,73 BPM,87%,STABLE
15:03:54,REAL,73 BPM,87%,STABLE
15:03:54,REAL,73 BPM,87%,STABLE
15:03:54,REAL,73 BPM,87%,STABLE
15:03:55,REAL,73 BPM,87%,STABLE
15:03:55,REAL,73 BPM,87%,STABLE
15:03:55,REAL,73 BPM,87%,STABLE
15:03:55,REAL,73 BPM,87%,STABLE
15:03:55,REAL,73 BPM,87%,STABLE
15:03:56,REAL,73 BPM,87%,STABLE
15:03:56,REAL,73 BPM,87%,STABLE
15:03:56,REAL,73 BPM,87%,STABLE
15:03:57,REAL,73 BPM,87%,STABLE
15:03:57,REAL,73 BPM,87%,STABLE
15:03:57,REAL,73 BPM,87%,STABLE
15:03:57,REAL,73 BPM,87%,STABLE
15:03:58,REAL,73 BPM,87%,STABLE
15:03:58,REAL,73 BPM,87%,STABLE
15:03:59,REAL,73 BPM,87%,STABLE
15:03:59,REAL,73 BPM,87%,STABLE
15:04:00,REAL,73 BPM,87%,STABLE
15:04:00,REAL,73 BPM,87%,STABLE
15:04:00,REAL,73 BPM,87%,STABLE
15:04:00,REAL,73 BPM,87%,STABLE
15:04:01,REAL,73 BPM,87%,STABLE
15:04:01,REAL,73 BPM,87%,STABLE
15:04:01,REAL,73 BPM,87%,STABLE
15:04:01,REAL,73 BPM,87%,STABLE
15:15:00,REAL,73 BPM,87%,STABLE
15:15:01,REAL,73 BPM,87%,STABLE
15:15:02,REAL,73 BPM,87%,STABLE
15:15:02,REAL,73 BPM,87%,STABLE
15:15:02,REAL,73 BPM,87%,STABLE
15:15:03,REAL,73 BPM,87%,STABLE
15:15:03,REAL,73 BPM,87%,STABLE
15:15:04,REAL,73 BPM,87%,STABLE
15:15:04,REAL,73 BPM,87%,STABLE
15:15:05,REAL,73 BPM,87%,STABLE
15:15:05,REAL,73 BPM,87%,STABLE
15:15:05,REAL,73 BPM,87%,STABLE
15:15:06,REAL,73 BPM,87%,STABLE
15:15:06,REAL,73 BPM,87%,STABLE
15:15:06,REAL,73 BPM,87%,STABLE
15:15:07,REAL,73 BPM,87%,STABLE
15:15:08,REAL,73 BPM,87%,STABLE
15:15:08,REAL,73 BPM,87%,STABLE
15:15:08,REAL,73 BPM,87%,STABLE
15:15:09,REAL,73 BPM,87%,STABLE
15:15:09,REAL,73 BPM,87%,STABLE
15:15:09,REAL,73 BPM,87%,STABLE
15:15:10,REAL,73 BPM,87%,STABLE
15:15:10,REAL,73 BPM,87%,STABLE
15:15:11,REAL,73 BPM,87%,STABLE
15:15:11,REAL,73 BPM,87%,STABLE
15:15:11,REAL,73 BPM,87%,STABLE
15:15:12,REAL,73 BPM,87%,STABLE
15:15:12,REAL,73 BPM,87%,STABLE
15:15:13,REAL,73 BPM,87%,STABLE
15:15:13,REAL,73 BPM,87%,STABLE
15:15:13,REAL,73 BPM,87%,STABLE
15:15:14,REAL,73 BPM,87%,STABLE
15:15:14,REAL,73 BPM,87%,STABLE
15:15:14,REAL,73 BPM,87%,STABLE
15:15:15,REAL,73 BPM,87%,STABLE
15:15:15,REAL,73 BPM,87%,STABLE
15:15:16,REAL,73 BPM,87%,STABLE
15:15:16,REAL,73 BPM,87%,STABLE
15:15:16,REAL,73 BPM,87%,STABLE
15:15:17,REAL,73 BPM,87%,STABLE
15:15:17,REAL,73 BPM,87%,STABLE
15:15:18,REAL,73 BPM,87%,STABLE
15:15:18,REAL,73 BPM,87%,STABLE
15:15:18,REAL,73 BPM,87%,STABLE
15:15:19,REAL,73 BPM,87%,STABLE
15:15:19,REAL,73 BPM,87%,STABLE
15:15:19,REAL,73 BPM,87%,STABLE
15:15:20,REAL,73 BPM,87%,STABLE
15:15:20,REAL,73 BPM,87%,STABLE
15:15:20,REAL,73 BPM,87%,STABLE
15:15:21,REAL,73 BPM,87%,STABLE
15:15:21,REAL,73 BPM,87%,STABLE
15:15:21,REAL,73 BPM,87%,STABLE
15:15:22,REAL,73 BPM,87%,STABLE
15:15:22,REAL,73 BPM,87%,STABLE
15:15:23,REAL,73 BPM,87%,STABLE
15:15:23,REAL,73 BPM,87%,STABLE
